model,availability,price,barcode
"A23BP1","3296","39.2000","8888021300116"
"A23BP2","1302","60.6000","8888021300574"
"A27BP1","1373","40.8000","8888021300369"
"A544BP1","84","125.0000","8888021700633"
"AB03170","146","56.4000","6009515816834"
"AB03300","43","73.8000","6009515816995"
"AB04170","226","57.8000","6009515816841"
"AB04300","109","75.2000","6009515817008"
"AB04400","43","91.2000","6009515817169"
"AB05170","291","60.6000","6009515816858"
"AB05300","89","76.6000","6009515817015"
"AB06170","908","61.8000","6009515816865"
"AB06300","582","87.4000","6009515817022"
"AB06400","441","94.0000","6009515817183"
"AB06460","180","96.6000","6009515817244"
"AB08170","689","65.8000","6009515816872"
"AB08300","2411","87.4000","6009515817039"
"AB08400","276","105.0000","6009515817190"
"AB08460","380","114.0000","6009515817251"
"AB10170","827","73.8000","6009515816889"
"AB10300","1855","94.0000","6009515817046"
"AB10400","481","114.0000","6009515817206"
"AB10460","629","121.0000","6009515817268"
"AB12170","1008","80.6000","6009515816896"
"AB12300","1757","107.5000","6009515817053"
"AB12400","1361","134.5000","6009515817213"
"AB12460","628","146.5000","6009515817275"
"AB13170","441","87.4000","6009515816902"
"AB13300","724","118.5000","6009515817060"
"AB13400","417","145.5000","6009515817220"
"AB13460","884","160.0000","6009515817282"
"AB14170","315","91.2000","6009515816919"
"AB14300","1488","121.0000","6009515817077"
"AB14400","333","148.0000","6009515817237"
"AB14460","296","164.0000","6009515817299"
"AB16170","653","114.0000","6009515816926"
"AB16300","712","154.5000","6009515817084"
"AB16460","1637","213.5000","6009515817305"
"AB18170","200","127.5000","6009515816933"
"AB18300","995","169.5000","6009515817091"
"AB18460","319","240.5000","6009515817312"
"AB19170","51","141.0000","6009515816940"
"AB19300","556","173.5000","6009515817107"
"AB19300B","149","163.0000","6009515892210"
"AB19460","123","254.0000","6009515817329"
"AB20170","161","141.0000","6009515816957"
"AB20300","242","173.5000","6009515817114"
"AB20460","115","262.0000","6009515817336"
"AB22170","270","154.5000","6009515816964"
"AB22300","167","213.5000","6009515817121"
"AB22300B","512","200.0000","6009515809454"
"AB22300SP","160","195.0000","6009515852757"
"AB22460","1043","302.0000","6009515817343"
"AB24170","135","181.5000","6009515816971"
"AB24300","39","248.5000","6009515817138"
"AB24460","184","347.5000","6009515817350"
"AB25170","87","195.0000","6009515816988"
"AB25300","-7","262.0000","6009515817145"
"AB25460","33","396.0000","6009515817367"
"ABR01040","37","351.5000","6009515823993"
"ABR01040-10","219","80.0000","6009515826741"
"ABR01060","206","351.5000","6009515824006"
"ABR01060-10","35","80.0000","6009515826758"
"ABR01080","111","351.5000","6009515824013"
"ABR01080-10","83","80.0000","6009515826765"
"ABR01100","234","351.5000","6009515824020"
"ABR01100-10","137","80.0000","6009515826772"
"ABR01120","144","351.5000","6009515824037"
"ABR01120-10","184","80.0000","6009515826789"
"ABR01180-10","-8","80.0000","6009515826796"
"ABR01240","262","351.5000","6009515824051"
"ABR01240-10","96","80.0000","6009515826802"
"ABR01400","13","351.5000","6009515824068"
"ABR01400-10","88","80.0000","6009515826819"
"ABR02040","143","637.0000","6009515824075"
"ABR02040-10","334","133.0000","6009515826826"
"ABR02060","289","637.0000","6009515824082"
"ABR02060-10","289","133.0000","6009515826833"
"ABR02080","372","637.0000","6009515824099"
"ABR02080-10","459","133.0000","6009515826840"
"ABR02100","76","637.0000","6009515824105"
"ABR02100-10","133","133.0000","6009515826857"
"ABR02120","327","637.0000","6009515824112"
"ABR02120-10","320","133.0000","6009515826864"
"ABR02150","145","637.0000","6009515836580"
"ABR02180","251","637.0000","6009515824129"
"ABR02180-10","83","133.0000","6009515826871"
"ABR02240","149","637.0000","6009515824136"
"ABR02240-10","292","133.0000","6009515826888"
"ABR02400","187","637.0000","6009515824143"
"ABR02400-10","95","133.0000","6009515826895"
"ABR03040","244","33.8000","6009515804510"
"ABR03040-10","12","150.5000","6009515807757"
"ABR03060","87","31.4000","6009515804503"
"ABR03060-10","90","150.5000","6009515807764"
"ABR03080","281","31.4000","6009515804497"
"ABR03080-10","38","150.5000","6009515807771"
"ABR03100","33","31.4000","6009515811761"
"ABR03100-10","46","150.5000","6009515850005"
"ABR03120","107","31.4000","6009515804480"
"ABR03120-10","72","150.5000","6009515807788"
"ABR03150","1043","31.4000","6009515833565"
"ABR03180","1193","31.4000","6009515833572"
"ABR03240","1186","31.4000","6009515833589"
"ABR03320","1334","31.4000","6009515833596"
"ABR04040","135","69.4000","6009515807146"
"ABR04040-10","41","158.5000","6009515808075"
"ABR04060","216","69.6000","6009515807153"
"ABR04060-10","29","158.5000","6009515808082"
"ABR04080","120","65.2000","6009515807160"
"ABR04080-10","63","158.5000","6009515808099"
"ABR04100","223","65.2000","6009515811853"
"ABR04120","248","65.2000","6009515807177"
"ABR04150","794","69.6000","6009515844745"
"ABR04180","780","69.6000","6009515844752"
"ABR04240","796","69.6000","6009515844769"
"ABR04320","820","69.6000","6009515844776"
"ABR06040","2254","51.6000","6009515804558"
"ABR06040-10","44","166.0000","6009515807795"
"ABR06060","2256","55.0000","6009515804541"
"ABR06060-10","70","166.0000","6009515807801"
"ABR06080","2948","49.4000","6009515804534"
"ABR06080-10","146","166.0000","6009515807818"
"ABR06100","2282","53.6000","6009515811778"
"ABR06100-10","47","166.0000","6009515842390"
"ABR06120","2928","49.4000","6009515804527"
"ABR06120-10","29","166.0000","6009515807825"
"ABR06180","589","49.4000","6009515836139"
"ABR06240","460","49.4000","6009515860370"
"ABR06400","179","53.6000","6009515836153"
"ABR07040","176","70.4000","6009515805241"
"ABR07040-10","93","190.0000","6009515807832"
"ABR07060","189","70.4000","6009515805234"
"ABR07060-10","66","190.0000","6009515807849"
"ABR07080","116","70.4000","6009515805227"
"ABR07080-10","14","190.0000","6009515807856"
"ABR07100","123","70.4000","6009515811785"
"ABR07120","226","70.4000","6009515805210"
"ABR07120-10","131","190.0000","6009515807863"
"ABR07600","3017","18.8000","6009515811723"
"ABR09040","5270","52.2000","6009515804596"
"ABR09040-10","374","186.5000","6009515807870"
"ABR09060","5911","52.2000","6009515804589"
"ABR09060-10","251","186.5000","6009515807887"
"ABR09080","5364","52.2000","6009515804572"
"ABR09080-10","190","186.5000","6009515807894"
"ABR09100","2007","52.2000","6009515811792"
"ABR09100-10","138","186.5000","6009515821647"
"ABR09120","2193","52.2000","6009515804565"
"ABR09120-10","180","186.5000","6009515807900"
"ABR09180","771","52.2000","6009515836177"
"ABR09240","147","52.2000","6009515851675"
"ABR09400","513","52.2000","6009515836191"
"ABR09600","175","52.2000","6009515836207"
"ABR100060","115","312.0000","6009515812898"
"ABR100080","453","312.0000","6009515812904"
"ABR100100","359","312.0000","6009515812911"
"ABR100120","384","312.0000","6009515812928"
"ABR100150","373","312.0000","6009515812935"
"ABR100180","187","312.0000","6009515812942"
"ABR100220","378","312.0000","6009515812959"
"ABR102040","3412","31.0000","6009515813031"
"ABR102040-50","14","1744.5000","6009515895662"
"ABR102060","5236","31.0000","6009515813048"
"ABR102060-50","4","1462.5000","6009515895679"
"ABR102080","4834","31.0000","6009515813055"
"ABR102080-50","3","1428.5000","6009515895686"
"ABR102100","5649","31.0000","6009515813062"
"ABR102100-50","5","1319.0000","6009515895693"
"ABR103060","217","360.0000","6009515813079"
"ABR103060-10","1111","68.0000","6009515865870"
"ABR103080","384","360.0000","6009515813086"
"ABR103080-10","656","68.0000","6009515865887"
"ABR103100","396","360.0000","6009515813093"
"ABR103100-10","886","72.0000","6009515865894"
"ABR103120","439","360.0000","6009515813109"
"ABR103120-10","732","68.0000","6009515865900"
"ABR1031200","120","360.0000","6009515813192"
"ABR1031200-10","2008","68.0000","6009515865917"
"ABR103150","326","360.0000","6009515813116"
"ABR103180","251","360.0000","6009515813123"
"ABR103180-10","1960","68.0000","6009515865924"
"ABR103220","229","360.0000","6009515813130"
"ABR103220-10","1377","68.0000","6009515865931"
"ABR103320","497","360.0000","6009515813147"
"ABR103320-10","773","68.0000","6009515865948"
"ABR103360","212","360.0000","6009515813154"
"ABR103400","154","360.0000","6009515813161"
"ABR103400-10","2075","68.0000","6009515865955"
"ABR103600","403","360.0000","6009515813178"
"ABR103600-10","1131","68.0000","6009515865962"
"ABR103800","35","360.0000","6009515813185"
"ABR103800-10","736","68.0000","6009515865979"
"ABR115GC","-21","32.6000","6009515830106"
"ABR115M-1","1958","14.3000","6009515807351"
"ABR115M-2","9125","14.3000","6009515807368"
"ABR115M-3","3083","18.3000","6009515816353"
"ABR115M-4","982","16.7000","6009515818517"
"ABR115M-5","3482","16.7000","6009675089529"
"ABR115S-1","-3731","14.6000","6009515807320"
"ABR115S-10","159130","9.4000","6009515860448"
"ABR115S-11","3444","13.6000","6009515863418"
"ABR115S-12","6778","14.6000","6009515863425"
"ABR115S-2","70027","12.5000","6009515807337"
"ABR115S-2-10P","67","122.5000","6009515840839"
"ABR115S-2-25P","3479","270.0000","6009515840846"
"ABR115S-3","3228","12.5000","6009515807719"
"ABR115S-4","6940","17.2000","6009515816346"
"ABR115S-5","713","15.0000","6009515817534"
"ABR115S-6","3116","14.5000","6009515817541"
"ABR115S-7","2273","14.5000","6009515817558"
"ABR115S-8","4026","17.2000","6009515817565"
"ABR115S-9","7566","16.7000","6009515818470"
"ABR115SE","81394","10.4000","6009515850098"
"ABR115SM","-3338","22.8000","6009515826987"
"ABR115SP","490499","9.4000","6009515902926"
"ABR115SS-1","8337","14.6000","6009515816384"
"ABR115SS-2","4736","15.4000","6009515816391"
"ABR115SS-3","578","17.7000","6009515818425"
"ABR115SS-4","1856","16.7000","6009515818487"
"ABR12040","205","64.4000","6009515804633"
"ABR12040-10","13","203.5000","6009515807917"
"ABR12060","185","64.4000","6009515804626"
"ABR12060-10","26","203.5000","6009515807924"
"ABR12080","180","64.4000","6009515804619"
"ABR12080-10","76","203.5000","6009515807931"
"ABR12100","113","64.4000","6009515811808"
"ABR12120","143","64.4000","6009515804602"
"ABR12120-10","96","203.5000","6009515807948"
"ABR125M-1","363","26.2000","6009515813628"
"ABR125S-1","4616","26.2000","6009515813604"
"ABR125S-2","1491","26.2000","6009515813611"
"ABR13040","0","101.5000","6009515850159"
"ABR13060","16","88.4000","6009515850166"
"ABR13080","22","79.4000","6009515850173"
"ABR13100","48","79.4000","6009515850180"
"ABR13120","174","79.4000","6009515850197"
"ABR14040","136","89.4000","6009515807108"
"ABR14040-10","54","321.5000","6009515808037"
"ABR14060","211","88.6000","6009515807115"
"ABR14060-10","100","321.5000","6009515808044"
"ABR14080","240","89.4000","6009515807122"
"ABR14080-10","98","306.0000","6009515808051"
"ABR14100","122","70.4000","6009515811860"
"ABR14120","143","70.4000","6009515807139"
"ABR14120-10","14","306.0000","6009515808068"
"ABR15040","585","87.8000","6009515804671"
"ABR15040-10","100","287.5000","6009515807955"
"ABR15060","378","87.8000","6009515804664"
"ABR15060-10","110","287.5000","6009515807962"
"ABR15080","706","87.8000","6009515804657"
"ABR15080-10","71","287.5000","6009515807979"
"ABR15100","436","87.8000","6009515811815"
"ABR15100-10","61","287.5000","6009515821654"
"ABR15120","321","87.8000","6009515804640"
"ABR15120-10","62","287.5000","6009515807986"
"ABR17040","98","146.5000","6009515850104"
"ABR17060","-9","127.5000","6009515850111"
"ABR17080","-12","113.5000","6009515850128"
"ABR17100","17","113.5000","6009515850135"
"ABR17120","70","113.5000","6009515850142"
"ABR18040","7482","72.2000","6009515804718"
"ABR18040-10","1117","322.5000","6009515807993"
"ABR18060","2695","72.2000","6009515804701"
"ABR18060-10","574","322.5000","6009515808006"
"ABR18080","5088","72.2000","6009515804695"
"ABR18080-10","842","322.5000","6009515808013"
"ABR180S","956","34.2000","6009515860486"
"ABR18100","1549","72.2000","6009515811822"
"ABR18100-10","448","322.5000","6009515821661"
"ABR18120","1900","72.2000","6009515804688"
"ABR18120-10","313","322.5000","6009515808020"
"ABR18180","404","74.2000","6009515836214"
"ABR18240","221","74.2000","6009515836221"
"ABR18400","83","74.2000","6009515836238"
"ABR18600","7","74.2000","6009515836245"
"ABR19040","191","108.0000","6009515816209"
"ABR19060","374","108.0000","6009515816216"
"ABR19080","700","108.0000","6009515816223"
"ABR19100","453","108.0000","6009515816230"
"ABR19120","613","108.0000","6009515816247"
"ABR20040","729","62.6000","6009515813390"
"ABR20060","721","62.6000","6009515813406"
"ABR20080","1115","62.6000","6009515813413"
"ABR20100","552","62.6000","6009515813420"
"ABR20120","966","62.6000","6009515813437"
"ABR21060","842","18.8000","6009515804756"
"ABR21080","2380","18.8000","6009515804749"
"ABR21120","914","18.8000","6009515804732"
"ABR21240","1067","18.8000","6009515804725"
"ABR22060","651","21.2000","6009515812300"
"ABR22080","161","21.2000","6009515812317"
"ABR22120","283","21.2000","6009515812324"
"ABR22240","54","21.2000","6009515812331"
"ABR230M-1","581","43.8000","6009515807344"
"ABR230M-2","2756","51.8000","6009515816377"
"ABR230M-3","2062","43.8000","6009515818524"
"ABR230S-1","8106","43.8000","6009515807313"
"ABR230S-10","7578","34.4000","6009515860479"
"ABR230S-2","15608","45.4000","6009515807726"
"ABR230S-3","-1034","46.0000","6009515816360"
"ABR230S-5","-125","43.8000","6009515817589"
"ABR230S-6","4779","48.0000","6009515817596"
"ABR230S-7","2014","44.8000","6009515818494"
"ABR230S-8","15459","47.4000","6009515860455"
"ABR230S-9","8346","47.2000","6009515860462"
"ABR230SM","2222","50.6000","6009515829919"
"ABR230SS-3","716","49.4000","6009515818500"
"ABR24040","453","47.6000","6009515814229"
"ABR24060","1049","47.6000","6009515804794"
"ABR24080","476","47.6000","6009515814236"
"ABR24120","1021","47.6000","6009515804787"
"ABR24180","253","47.6000","6009515804770"
"ABR24240","199","47.6000","6009515804763"
"ABR25040","2868","24.0000","6009515856199"
"ABR25060","5333","24.0000","6009515856205"
"ABR25080","5804","24.0000","6009515835750"
"ABR25120","3381","24.0000","6009515835767"
"ABR25180","2268","24.0000","6009515835774"
"ABR25220","1283","24.0000","6009515835781"
"ABR25400","529","24.0000","6009515835798"
"ABR25600","1145","24.0000","6009515835804"
"ABR26040","422","50.8000","6009515845674"
"ABR26060","259","50.8000","6009515845681"
"ABR26080","239","50.8000","6009515845698"
"ABR26100","188","50.8000","6009515845704"
"ABR26120","53","50.8000","6009515845711"
"ABR27040","383","50.8000","6009515814267"
"ABR27060","474","50.8000","6009515804831"
"ABR27060-1","11882","6.5000","6009515892227"
"ABR27080","1498","50.8000","6009515814274"
"ABR27120","1062","50.8000","6009515804824"
"ABR27180","595","50.8000","6009515804817"
"ABR27240","1232","50.8000","6009515804800"
"ABR28040","378","33.6000","6009515857493"
"ABR28060","167","33.6000","6009515857509"
"ABR28080","255","33.6000","6009515857516"
"ABR28120","14","33.6000","6009515857523"
"ABR28180","292","33.6000","6009515857530"
"ABR30040","1141","59.8000","6009515814243"
"ABR30060","518","59.8000","6009515804879"
"ABR30080","756","59.8000","6009515814250"
"ABR300S","1224","103.0000","6009515808716"
"ABR30120","2438","59.8000","6009515804862"
"ABR30180","600","59.8000","6009515804855"
"ABR30240","1057","59.8000","6009515804848"
"ABR33040","3109","61.8000","6009515814281"
"ABR33060","2352","61.8000","6009515804916"
"ABR33080","585","61.8000","6009515814298"
"ABR33120","2749","61.8000","6009515804909"
"ABR33180","1979","61.8000","6009515804893"
"ABR33240","2449","61.8000","6009515804886"
"ABR35040","676","70.0000","6009515814328"
"ABR35060","-182","70.0000","6009515814335"
"ABR35080","587","70.0000","6009515814342"
"ABR350S","2049","128.5000","6009515808723"
"ABR35120","375","70.0000","6009515814359"
"ABR35180","264","70.0000","6009515814366"
"ABR35240","147","70.0000","6009515814373"
"ABR36040","49","76.6000","6009515814304"
"ABR36060","1446","76.6000","6009515804954"
"ABR36080","1148","76.6000","6009515814311"
"ABR36120","2163","76.6000","6009515804947"
"ABR36180","633","76.6000","6009515804930"
"ABR36240","685","76.6000","6009515804923"
"ABR36320","785","76.6000","6009515850944"
"ABR36400","113","76.6000","6009515850951"
"ABR36600","176","76.6000","6009515850968"
"ABR37060","971","24.8000","6009515865740"
"ABR37080","1576","25.0000","6009515865757"
"ABR37120","477","24.8000","6009515865764"
"ABR37180","865","30.4000","6009515865771"
"ABR39040","140","54.2000","6009515814380"
"ABR39060","68","54.2000","6009515804992"
"ABR39080","248","54.2000","6009515814397"
"ABR39120","4","54.2000","6009515804985"
"ABR39180","156","54.2000","6009515804978"
"ABR39240","178","54.2000","6009515804961"
"ABR40040","494","52.6000","6009515856250"
"ABR40060","533","52.6000","6009515856267"
"ABR40080","360","52.6000","6009515856274"
"ABR400S","-458","212.5000","6009515860363"
"ABR40100","259","49.0000","6009515856281"
"ABR40120","131","49.0000","6009515856298"
"ABR40180","265","49.0000","6009515856304"
"ABR42040","12","63.6000","6009515814403"
"ABR42060","47","64.0000","6009515805036"
"ABR42080","35","63.6000","6009515814410"
"ABR42120","118","63.6000","6009515805029"
"ABR42180","95","63.6000","6009515805012"
"ABR42240","51","63.6000","6009515805005"
"ABR43040","-4","57.4000","6009515850203"
"ABR43060","3","57.4000","6009515850210"
"ABR43080","109","57.4000","6009515850227"
"ABR43100","212","57.4000","6009515850234"
"ABR43120","216","57.4000","6009515850241"
"ABR43180","141","57.4000","6009515850258"
"ABR43220","51","57.4000","6009515850265"
"ABR43240","64","57.4000","6009515850272"
"ABR43320","183","57.4000","6009515850289"
"ABR43400","128","57.4000","6009515850296"
"ABR43600","85","57.4000","6009515850302"
"ABR45080","417","37.6000","6009515805067"
"ABR45120","396","37.6000","6009515805050"
"ABR45180","1199","37.6000","6009515805043"
"ABR46050","836","23.8000","6009515807207"
"ABR46080","1242","23.8000","6009515807191"
"ABR46120","1221","23.8000","6009515827960"
"ABR46150","904","23.8000","6009515807184"
"ABR46180","1402","23.8000","6009515827977"
"ABR48080","147","31.2000","6009515805098"
"ABR48120","413","31.2000","6009515805081"
"ABR48180","279","31.2000","6009515805074"
"ABR49050","460","52.8000","6009515807238"
"ABR49080","821","52.8000","6009515807221"
"ABR49120","215","52.8000","6009515839307"
"ABR49150","363","52.8000","6009515807214"
"ABR51016","643","51.2000","6009515825904"
"ABR51024","330","51.2000","6009515823795"
"ABR51036","814","51.2000","6009515805333"
"ABR51060","1548","51.2000","6009515805340"
"ABR51080","595","51.2000","6009515840778"
"ABR51100","1586","51.2000","6009515805357"
"ABR54016","119","120.0000","6009515825911"
"ABR54024","62","120.0000","6009515823801"
"ABR54036","617","120.0000","6009515805364"
"ABR54060","204","120.0000","6009515805371"
"ABR54080","204","120.0000","6009515840785"
"ABR54100","71","120.0000","6009515805388"
"ABR55016","1628","10.4000","6009515831974"
"ABR55024","1683","10.4000","6009515817886"
"ABR55036","17603","10.4000","6009515817893"
"ABR55060","31791","10.4000","6009515817909"
"ABR55080","9092","10.4000","6009515817916"
"ABR55100","10024","10.4000","6009515829896"
"ABR56016","211","25.0000","6009515831981"
"ABR56024","-76","25.0000","6009515817923"
"ABR56036","1272","25.0000","6009515817930"
"ABR56060","2854","25.0000","6009515817947"
"ABR56080","2899","25.0000","6009515817954"
"ABR56100","738","25.0000","6009515833411"
"ABR57080","2463","4.3000","6009515805517"
"ABR57120","723","4.3000","6009515805524"
"ABR57180","1520","4.3000","6009515805531"
"ABR58080","571","18.5000","6009515850616"
"ABR58080-03","679","63.8000","6009515866068"
"ABR58120","556","18.5000","6009515850623"
"ABR58120-03","475","63.8000","6009515866075"
"ABR58150","246","18.5000","6009515850630"
"ABR58150-03","312","63.8000","6009515866082"
"ABR58180","458","18.5000","6009515850647"
"ABR58180-03","364","63.8000","6009515866099"
"ABR58240","459","18.5000","6009515850654"
"ABR58240-03","503","63.8000","6009515866105"
"ABR58320","355","18.5000","6009515850661"
"ABR58320-03","415","63.8000","6009515866112"
"ABR58400","241","18.5000","6009515850678"
"ABR58400-03","496","63.8000","6009515866129"
"ABR58500","295","18.5000","6009515850685"
"ABR58500-03","540","63.8000","6009515866136"
"ABR60040","369","40.8000","6009515805579"
"ABR60080","339","40.8000","6009515805562"
"ABR60120","219","40.8000","6009515805555"
"ABR63040","165","36.6000","6009515805616"
"ABR63080","177","36.6000","6009515805609"
"ABR63120","223","36.6000","6009515805593"
"ABR63240","535","36.6000","6009515805586"
"ABR70000","1822","77.4000","6009515818432"
"ABR70001","1220","80.4000","6009515818449"
"ABR70007","2595","52.2000","6009515817978"
"ABR70010","-6","185.5000","6009515825003"
"ABR70011","-1","224.5000","6009515825010"
"ABR70012","19","292.0000","6009515825027"
"ABR70013","1732","194.5000","6009515826321"
"ABR70014","1376","130.5000","6009515826338"
"ABR72016","1684","44.2000","6009515806804"
"ABR72024","994","46.2000","6009515821975"
"ABR72036","1345","46.2000","6009515806811"
"ABR72060","595","45.0000","6009515806828"
"ABR75016","3378","101.5000","6009515806835"
"ABR75024","1398","101.5000","6009515821982"
"ABR75036","468","101.5000","6009515806842"
"ABR75060","276","101.5000","6009515806859"
"ABR89040","308","52.6000","6009515823863"
"ABR89060","255","52.6000","6009515823870"
"ABR89100","133","52.6000","6009515823894"
"ABR90040","146","30.6000","6009515807245"
"ABR90080","-1","30.6000","6009515807252"
"ABR90100","421","30.6000","6009515811839"
"ABR91040","461","34.2000","6009515856533"
"ABR91080","405","34.2000","6009515856540"
"ABR91100","420","34.2000","6009515856557"
"ABR91120","-12","34.2000","6009515856564"
"ABR93040","232","34.2000","6009515807276"
"ABR93080","384","34.2000","6009515807283"
"ABR93100","338","34.2000","6009515811846"
"ABR93120","329","34.2000","6009515807290"
"ABR94040","-31","400.5000","6009515821258"
"ABR94060","447","400.5000","6009515824471"
"ABR94080","395","392.5000","6009515821265"
"ABR94100","279","376.0000","6009515824488"
"ABR94120","424","376.0000","6009515821272"
"ABR94150","390","376.0000","6009515821289"
"ABR94180","27","376.0000","6009515821296"
"ABR94220","220","376.0000","6009515824495"
"ABR94240","183","376.0000","6009515821302"
"ABR94320","409","376.0000","6009515821319"
"ABR94400","72","376.0000","6009515821326"
"ABR94500","107","376.0000","6009515821333"
"ABR94600","15","376.0000","6009515824501"
"ABR95040","-3","400.5000","6009515821340"
"ABR95080","592","400.5000","6009515821357"
"ABR95120","15","380.0000","6009515821364"
"ABR95150","47","380.0000","6009515821371"
"ABR95180","67","380.0000","6009515821388"
"ABR95240","46","380.0000","6009515821395"
"ABR95320","65","380.0000","6009515821401"
"ABR95400","350","380.0000","6009515821418"
"ABR95500","83","380.0000","6009515821425"
"ABR960060","9","458.0000","6009515821432"
"ABR960080","331","458.0000","6009515821449"
"ABR960100","343","458.0000","6009515821456"
"ABR960150","394","458.0000","6009515821470"
"ABR960180","7","458.0000","6009515821487"
"ABR960220","231","458.0000","6009515827847"
"ABR960240","361","458.0000","6009515821494"
"ABR960320","137","458.0000","6009515821500"
"ABR960360","338","458.0000","6009515827854"
"ABR960400","422","458.0000","6009515821517"
"ABR960600","112","458.0000","6009515821524"
"ABR960800","280","458.0000","6009515821531"
"ABR961000","142","499.5000","6009515821548"
"ABR961200","179","499.5000","6009515821555"
"ABR961500","60","499.5000","6009515821562"
"ABR962000","354","499.5000","6009515821579"
"ABR962500","309","499.5000","6009515821586"
"ABR97040","231","245.0000","6009515903763"
"ABR97060","219","245.0000","6009515903770"
"ABR97080","160","245.0000","6009515903787"
"ABR97100","251","245.0000","6009515903794"
"ABR97120","244","245.0000","6009515903800"
"ABR97150","194","245.0000","6009515903817"
"ABR97180","197","245.0000","6009515903824"
"ABR97220","196","245.0000","6009515903831"
"ABR97320","188","245.0000","6009515903848"
"ABR98040","231","245.0000","6009515903855"
"ABR98060","213","245.0000","6009515903862"
"ABR98080","190","245.0000","6009515903879"
"ABR98100","199","245.0000","6009515903886"
"ABR98120","199","245.0000","6009515903893"
"ABR98150","194","245.0000","6009515903909"
"ABR98180","224","245.0000","6009515903916"
"ABR98220","215","245.0000","6009515903923"
"ABR98320","199","245.0000","6009515903930"
"ABRF205080","611","463.5000","6009515832025"
"ABRF301060","491","28.2000","6009515832032"
"ABRF301080","814","29.8000","6009515832049"
"ABRF301580","1039","29.8000","6009515832056"
"ABRF302060","2056","32.2000","6009515832063"
"ABRF302080","-25","29.0000","6009515832070"
"ABRF401060","518","25.6000","6009515832087"
"ABRF401080","319","27.6000","6009515832094"
"ABRF4020120","1609","34.6000","6009515898946"
"ABRF402060","2138","30.4000","6009515832100"
"ABRF402080","1607","32.2000","6009515832117"
"ABRF403060","931","50.0000","6009515832124"
"ABRF403080","751","54.6000","6009515832131"
"ABRF502060","531","51.8000","6009515832148"
"ABRF502080","930","52.4000","6009515832155"
"ABRF503060","244","57.2000","6009515832162"
"ABRF503080","661","56.2000","6009515832179"
"ABRF602060","101","54.4000","6009515832186"
"ABRF602080","7","54.4000","6009515832193"
"ABRF603060","1215","64.6000","6009515832209"
"ABRF603080","590","58.8000","6009515832216"
"ABRF604060","176","71.6000","6009515832223"
"ABRF604080","268","71.6000","6009515832230"
"ABRF605060","399","72.0000","6009515832247"
"ABRF605080","612","72.0000","6009515832254"
"ABRF802060","215","77.0000","6009515832261"
"ABRF802080","255","77.0000","6009515832278"
"ABRF802580","266","77.0000","6009515832285"
"ABRF8030120","-23","83.2000","6009515836603"
"ABRF803060","125","83.2000","6009515832292"
"ABRF803080","-26","83.2000","6009515832308"
"ABRF804060","-13","105.0000","6009515832315"
"ABRF804080","-24","83.2000","6009515832322"
"ABRF805060","245","103.5000","6009515832339"
"ABRF805080","522","103.5000","6009515832346"
"ABRG07601","483","20.5000","6009515811730"
"ABRG115-1","7636","30.2000","6009515810122"
"ABRG115-2","4952","42.0000","6009515865610"
"ABRG125-1","1503","40.0000","6009515801465"
"ABRG180","-154","83.6000","6009515865627"
"ABRG230","2358","81.2000","6009515810139"
"ABRN001","115","447.5000","6009515835859"
"ABRN001-5","188","112.5000","6009515862022"
"ABRN002","185","472.5000","6009515835866"
"ABRN002-5","161","119.0000","6009515862039"
"ABRN003","376","497.5000","6009515835873"
"ABRN003-5","373","131.0000","6009515862046"
"ABRN004","124","519.5000","6009515835880"
"ABRN004-5","67","130.0000","6009515862053"
"ABRN005","28","519.5000","6009515835897"
"ABRN005-5","52","130.0000","6009515862060"
"AC CN1500","2","20576.0000","6009515906979"
"AC COMBO001","4","2083.5000",""
"AC COMBO002","2","6933.0000",""
"AC COMBO003","1","6427.5000",""
"AC COMBO004","-2","2778.5000",""
"AC DF200","6","11460.5000","6009515907457"
"AC DF500","0","13662.0000","6009515907464"
"AC DF500E","0","11460.5000","6009515907471"
"AC FS1000","1","14187.5000","6009515907488"
"AC HTC-1","-2","413.0000","6009515880835"
"AC PR100","0","7301.0000",""
"AC SR110","0","23112.5000","6009515907495"
"AC SR210","0","54757.0000",""
"AC ST100A","-1","7099.5000","6009515888237"
"AC ST200","1","15961.0000","6009515888244"
"AC VT63","0","12207.0000","6009515888220"
"AC100-01","0","2171.0000","6009515843816"
"AC100-11","18","1488.0000","6009515892234"
"AC101-006-11","3","1455.5000","6009515859305"
"AC101-006-21","13","1132.5000","6009515892241"
"AC101-008-11","14","1683.0000","6009515845315"
"AC101-008-21","2","1753.5000","6009515813574"
"AC101-012-11","6","2477.0000","6009515845322"
"AC101-012-21","1","2487.5000","6009515892258"
"AC107-006-11","1","4555.0000",""
"AC107-008-11","1","5591.0000",""
"AC111-006-11","11","1560.0000","6009515823481"
"AC111-006-12","103","820.5000","6009515862596"
"AC111-006-16","24","1307.5000","6009515865993"
"AC111-006-17","4","2398.0000","6009515910655"
"AC111-008-11","1","2081.0000","6009515845476"
"AC111-008-12","43","1056.5000","6009515815387"
"AC111-008-16","4","2132.0000","6009515866006"
"AC111-012-11","4","3130.0000","6009515865986"
"AC111-012-12","17","1927.0000","6009515816278"
"AC111-012-16","9","2618.0000","6009515866013"
"AC112-006-12","4","2860.0000","6009515869519"
"AC112-008-12","4","3686.5000","6009515866242"
