model,availability,price,barcode
"KR KVGC6","9","658.0000","647096811778"
"KR KWS500","22","4721.0000","0647096807856"
"KR MKJKIT","55","483.0000","647096232115"
"KR NK9016","12","116.5000","6009515887933"
"KR P-PIN","205","281.5000","647096331658"
"KR P-PNT","56","197.5000","647096332112"
"KR PRS1015","5","5436.5000","647096805364"
"KR PRS1025","2","5170.0000","647096805371"
"KR PRS1045","0","17333.5000","647096805388"
"KR PRS3020","8","1146.5000","647096711177"
"KR PRS3040","18","586.5000","647096711153"
"KR PRS3050","2","689.5000","647096802639"
"KR PRS4034","0","2255.0000","0647096806859"
"KR PRS5000","4","9859.5000","647096807863"
"KR R3-INT","394","759.0000","0647096807290"
"KR SDK-C2SS-700","278","1463.5000","647096802004"
"KR SDK-C2W-700","75","770.0000","647096801762"
"KR SK03","75","739.5000","647096800321"
"KR SK04","11","295.0000","647096807498"
"KR SML-C1-100","9","112.0000","647096413118"
"KR SML-C1-500","-4","496.5000","647096413125"
"KR SML-C125-100","108","126.5000","647096413217"
"KR SML-C125-1200","0","1069.5000","647096805876"
"KR SML-C125-250","18","332.5000","647096805715"
"KR SML-C125-500","60","513.5000","647096413224"
"KR SML-C125B-100","16","186.5000","647096415013"
"KR SML-C150-100","106","136.0000","647096413316"
"KR SML-C150-250","0","352.5000","647096805722"
"KR SML-C150-500","4","604.0000","647096413323"
"KR SML-C150-500-INT","1307","604.0000","647096808266"
"KR SML-C150B-100","51","188.5000","647096415044"
"KR SML-C2-250","208","416.5000","647096420024"
"KR SML-C2-50","65","93.0000","647096420017"
"KR SML-C250-250","8","535.0000","647096413453"
"KR SML-C250-50","74","135.5000","647096413415"
"KR SML-C250B-250","18","643.5000","647096415792"
"KR SML-C2B-250","5","529.5000","647096415082"
"KR SML-C2B-50","254","46.6000","647096415075"
"KR SML-C2X250-125","17","549.0000","647096802837"
"KR SML-C2X250-30","211","57.2000","647096802820"
"KR SML-C4X400-30","0","144.5000","647096811099"
"KR SML-C4X400-75","15","331.0000","647096811105"
"KR SML-F125-100","123","138.0000","647096414214"
"KR SML-F125-1200","19","961.0000","0647096805913"
"KR SML-F125-500","15","577.5000","647096414221"
"KR SML-F150-100","-24","123.0000","647096414313"
"KR SML-F150-500","0","582.0000","647096414320"
"KR SPS-C1-100","13","112.0000","647096412418"
"KR SPS-C1-500","2","612.5000","647096412425"
"KR SPS-F075-100","33","89.4000","647096801359"
"KR SPS-F1-100","149","129.0000","647096411114"
"KR SPS-F1-500","3","614.5000","647096411121"
"KT1115","346","203.5000","6009515825133"
"KT2105","322","173.5000","6009515858933"
"KT2106","301","273.0000","6009515858940"
"KT2108","333","620.5000","6009515819484"
"KT2222","356","317.5000","6009515836573"
"KT2301","586","341.5000","6009515816681"
"KT2313","776","344.0000","6009515842321"
"KT2314","562","1761.0000","6009515898533"
"KT2467","671","167.0000","6009515816667"
"KT2467-1","472","167.0000","6009515823153"
"KT2468","607","314.5000","6009515816674"
"KT2502","63","103.0000","6009515867737"
"KT2503","3939","128.0000","6009515910709"
"KT2504","4506","82.4000","6009515906702"
"KT2551","1344","120.0000","6009515841195"
"KT2552","-99","265.0000","6009515816650"
"KT2554","542","89.8000","6009515859008"
"KT2573","287","668.5000","6009515819460"
"KT2574","1158","772.5000","6009515910716"
"KT2675","124","262.5000","6009515819453"
"KT2676","447","297.5000","6009515895631"
"KT2677","92","1036.5000","6009515824716"
"KT2677-1","140","35.0000","600951589423"
"KT2677-2","320","35.0000","600951589430"
"KT2789","139","1913.0000","6009515858971"
"KT4001-2","809","47.8000","6009515859671"
"KT5001","399","1244.5000","6009515842956"
"KT5001-1","223","46.2000","6009515836023"
"KT6231","1269","326.0000","6009515859657"
"KT6242","1215","307.0000","6009515849245"
"KT6243","142","952.0000","6009515904647"
"KT6254","-3","927.0000","6009515875305"
"KT7124","1006","235.0000","6009515825126"
"M1010","3","133.5000","8011017090009"
"M1020","3","133.5000","8011017090016"
"M1030","4","139.5000","8011017090092"
"M1050","5","139.5000","8011017090108"
"M1065","0","224.5000","8011017092928"
"M1070","9","144.0000","8011017090023"
"M1080","5","144.0000","8011017090030"
"M1100","20","139.5000","8011017090115"
"M1105","14","224.5000","8011017092935"
"M1120","9","167.5000","8011017090047"
"M1130","5","167.5000","8011017090054"
"M1140","13","139.5000","8011017090122"
"M1170","6","144.0000","8011017090061"
"M1190","-1","139.5000","8011017090139"
"M1240","13","139.5000","8011017090146"
"M1270","20","143.0000","8011017090078"
"M1310","4","139.5000","8011017090153"
"M1340","21","126.5000","8011017090085"
"M1370","8","139.5000","8011017090160"
"M1375","10","167.5000","8011017092942"
"M1510","4","221.5000","8011017090177"
"M1520","3","537.0000","8011017090184"
"M1540","2","202.0000","8011017090191"
"M1550","12","537.0000","8011017090207"
"M1560","7","221.5000","8011017090214"
"M1570","2","537.0000","8011017090221"
"M1580","9","537.0000","8011017090238"
"M1710","13","255.5000","8011017090320"
"M1720","15","255.5000","8011017090337"
"M1750","21","170.5000","8011017090344"
"M1770","6","221.5000","8011017090351"
"M1905","1","117.0000","8011017090245"
"M1915","9","117.0000","8011017090269"
"M1925","14","117.0000","8011017090276"
"M1935","8","117.0000","8011017090283"
"M1950","7","117.0000","8011017090290"
"M1970","9","117.0000","8011017090306"
"M1980","3","174.0000","8011017090313"
"M2010","2","98.0000","8011017090368"
"M2025","2","98.0000","8011017090375"
"M2040","5","98.0000","8011017090382"
"M2055","4","97.8000","8011017090399"
"M2070","5","108.5000","8011017090405"
"M2085","18","117.5000","8011017090412"
"M2100","12","117.5000","8011017090429"
"M2115","4","117.5000","8011017090436"
"M2130","30","117.5000","8011017090443"
"M2145","18","117.5000","8011017090450"
"M2160","4","117.5000","8011017090467"
"M2175","6","117.5000","8011017090474"
"M2190","5","117.5000","8011017090481"
"M2205","5","117.5000","8011017090498"
"M2220","5","117.5000","8011017090504"
"M2235","13","117.5000","8011017090511"
"M2410","10","129.5000","8011017090528"
"M2420","6","129.5000","8011017090535"
"M2435","18","129.5000","8011017090542"
"M2450","19","129.5000","8011017090559"
"M2465","8","129.5000","8011017090566"
"M2480","9","129.5000","8011017090573"
"M2510","11","68.2000","8011017090580"
"M2520","8","74.8000","8011017090597"
"M2610","7","65.4000","8011017090603"
"M2620","3","72.0000","8011017090610"
"M2630","11","65.4000","8011017090627"
"M2640","8","65.4000","8011017090634"
"M2710","20","133.5000","8011017090641"
"M2715","9","133.5000","8011017090658"
"M2720","10","133.5000","8011017090665"
"M2910","4","206.0000","8011017090672"
"M3020","9","155.5000","8011017090689"
"M3030","3","117.5000","8011017090696"
"M3210","7","104.5000","8011017090702"
"M3220","13","66.4000","8011017090719"
"M3230","18","66.4000","8011017090726"
"M3610","8","82.2000","8011017090733"
"M3620","15","111.0000","8011017090740"
"M3630","11","111.0000","8011017090757"
"M3640","10","82.2000","8011017092959"
"M3650","11","104.5000","8011017092966"
"M3660","13","104.5000","8011017092973"
"M3670","13","81.8000","8011017092980"
"M3680","8","104.5000","8011017092997"
"M3690","6","104.5000","8011017093000"
"M4005","11","68.2000","8011017090764"
"M4010","9","119.5000","8011017090771"
"M4015","12","102.5000","8011017090788"
"M4020","-7","218.5000","8011017090795"
"M4055","0","71.4000","8011017090801"
"M4060","0","119.5000","8011017090818"
"M4065","5","102.5000","8011017090825"
"M4070","10","221.5000","8011017090832"
"M4105","22","57.2000","8011017090849"
"M4110","7","102.0000","8011017090856"
"M4115","14","79.4000","8011017090863"
"M4120","11","177.0000","8011017090870"
"M4155","20","50.6000","8011017090887"
"M4160","24","95.2000","8011017090894"
"M4165","7","79.4000","8011017090900"
"M4170","17","171.5000","8011017090917"
"M4305","23","92.4000","8011017090924"
"M4310","9","92.4000","8011017090931"
"M4505","5","95.2000","8011017090948"
"M4510","8","95.2000","8011017090955"
"M4515","7","95.2000","8011017090962"
"M4595","11","76.6000","8011017090979"
"M4605","10","82.2000","8011017090986"
"M4610","4","82.2000","8011017090993"
"M4615","8","82.2000","8011017091006"
"M4680","11","278.5000","8011017091013"
"M4810","20","111.0000","8011017091020"
"M4820","7","88.6000","8011017091037"
"M4830","22","145.5000","8011017091044"
"M4840","7","111.0000","8011017091051"
"M4850","11","171.5000","8011017091068"
"M4905","17","124.0000","8011017091075"
"M4910","18","124.0000","8011017091082"
"M4915","11","124.0000","8011017091099"
"M5010","3","167.5000","8011017091105"
"M5030","18","119.5000","8011017091112"
"M5035","8","520.0000","8011017091129"
"M5050","44","105.5000","8011017091136"
"M5130","5","54.4000","8011017091143"
"M5405","7","163.5000","8011017091150"
"M5410","19","180.5000","8011017091167"
"M5415","6","202.0000","8011017091174"
"M5710","6","144.0000","8011017091181"
"M5715","7","180.5000","8011017093314"
"M5720","17","218.5000","8011017093321"
"M5750","6","163.5000","8011017093338"
"M5905","2","156.5000","8011017093345"
"M5910","22","119.5000","8011017093352"
"M5915","20","245.5000","8011017093369"
"M6005","25","60.8000","8011017091198"
"M6006","14","60.8000","8011017091204"
"M6008","24","60.8000","8011017091211"
"M6010","9","60.8000","8011017091228"
"M6012","8","60.8000","8011017091235"
"M6015","19","60.8000","8011017091242"
"M6020","8","63.4000","8011017091259"
"M6024","5","66.4000","8011017091266"
"M6030","10","70.2000","8011017091273"
"M6100","14","250.5000","8011017091396"
"M6206","18","85.8000","8011017091280"
"M6208","33","85.8000","8011017091297"
"M6210","26","85.8000","8011017091303"
"M6212","6","85.8000","8011017091310"
"M6215","45","85.8000","8011017091327"
"M6220","7","85.8000","8011017091334"
"M6501","117","1223.0000","6009515815127"
"M6502","15","1246.5000","6009515817626"
"M6504","45","1597.0000","6009515815134"
"M8010","5","219.0000","8011017093017"
"M8020","7","187.5000","8011017093024"
"M8100","14","57.2000","8011017091358"
"M8120","7","54.2000","8011017091372"
"M8210","11","471.5000","8011017093031"
"M8230","1","449.5000","8011017093048"
"M8250","17","756.0000","8011017093055"
"M8270","3","787.0000","8011017093062"
"M8500","3","537.0000","8011017091426"
"M8550","4","392.5000","8011017091389"
"M8560","6","408.5000","8011017093376"
"M8750","6","427.0000","8011017093383"
"M8775","10","464.5000","8011017093574"
"M8822","29","68.2000","8011017600000"
"M8857","26","131.5000","8011017600208"
"M9200","2","787.5000","8011017091488"
"MAD15","75","181.5000","6009675087938"
"MAD16","19","195.0000","6009675087945"
"MAD17","478","201.5000","6009675087952"
"MAD18","451","189.0000","6009675087969"
"MAD19","43","208.5000","6009675087976"
"MAD20","-1","235.0000","6009675087983"
"MAD22","268","248.5000","6009675087990"
"MAD25","375","275.0000","6009675088003"
"MAD32","81","355.5000","6009675088027"
"MAD35","7","369.0000","6009675088034"
"MAG A20","0","21891.5000",""
"MAG A30","19","23976.5000","0633955693005"
"MAG A45","0","30227.5000","0633955693012"
"MAG A60","5","41695.0000","00769946786149"
"MAG A80","-1","47954.0000","00769946786132"
"MAG TRA209","-1","1354.5000","755652848493"
"MAG TRA211","0","1354.5000","755652828990"
"MAG TRA309","-4","1354.5000","755652848509"
"MAG TRA311","-4","1354.5000","755652829010"
"MAG TRA313","-3","1354.5000","755652829027"
"MAG TRA315","0","1458.5000","755652829034"
"MAG TRA411","-2","1354.5000","755652829041"
"MAG TRA413","-2","1354.5000","755652829058"
"MAG TRA415","1","1250.0000","755652828891"
"MAG TRA417","-1","1250.0000","755652828884"
"MAG TRA515","1","1250.0000","755652828914"
"MAG TRA517","0","1250.0000","755652828921"
"MAG TRA519","-1","1250.0000","755652828938"
"MAG TRA521","-3","1250.0000","755652828945"
"MAG TRA619","5","1250.0000","755652828969"
"MAG TRA621","-2","1250.0000","755652828976"
"MAG107589","6","801.0000",""
"MAG107590","6","1041.5000","633955451377"
"MAG107591","6","801.0000","633955252264"
"MAG111600","1","260.0000","633955582996"
"MAG115094","1","2084.0000","00633955896208"
"MAG115095","1","1354.5000","00633955896215"
"MAG115489","1","328.5000","633955930209"
"MAG115648","1","468.5000","00633955918603"
"MAG116295","1","416.0000","633955709331"
"MAG118899","0","395.5000","633955049826"
"MAG119276","5","166.0000","633955059528"
"MAG129882","12","61.6000",""
"MAG156971","0","260.0000","633955608146"
"MAG15R602","1","624.5000",""
"MAG15X737","1","260.0000",""
"MAG16D951","5","781.0000","633955154094"
"MAG16E778","3","4169.0000","633955578999"
"MAG16E844","1","2084.0000","633955578296"
"MAG16E845","1","2292.5000","633955578234"
"MAG16F047","1","9381.5000","633955578432"
"MAG16G223","1","6254.0000","633955597327"
"MAG16G227","4","8339.0000","633955596627"
"MAG16G228","5","10424.0000","633955596634"
"MAG16W318","1","3648.0000",""
"MAG16W319","1","207.5000",""
"MAG16W362","1","520.5000",""
"MAG16W860","0","9381.5000","633955671218"
"MAG16X295","1","18764.0000","633955673328"
"MAG16Y425","20","51.2000",""
"MAG17A226","37","312.0000",""
"MAG17C487","1","20849.0000","633955694095"
"MAG17F758","1","21891.5000","755652361206"
"MAG17H171","1","5211.5000","755652333043"
"MAG17J174","1","1041.5000",""
"MAG17J874","1","26061.5000","755652351887"
"MAG17J875","1","20849.0000","755652351894"
"MAG17J876","1","2605.5000","755652351900"
"MAG17J878","1","2084.0000","755652351924"
"MAG17J880","1","2084.0000","755652351931"
"MAG17J881","0","312.0000","755652351948"
"MAG17J885","8","10424.0000","755652351986"
"MAG17L083","1","31274.0000","755652359647"
"MAG17P712","2","151.5000",""
"MAG17R821","10","937.5000",""
"MAG187625","1","510.0000","633955588868"
"MAG18B057","22","729.0000",""
"MAG18B260","1","7296.5000","755652963097"
"MAG18F519","15","833.0000",""
"MAG18F520","16","833.0000",""
"MAG194503","1","207.5000",""
"MAG195084","1","155.5000","633955930322"
"MAG195108","1","155.5000","633955930339"
"MAG195400","1","395.5000","633955930384"
"MAG197607","1","1041.5000","633955978942"
"MAG2004277","17","729.0000",""
"MAG218131","32","312.0000","633955129740"
"MAG218133","-4","312.0000","633955280977"
"MAG235014","0","4169.0000","633955349100"
"MAG238049","-1","364.0000","633955609204"
"MAG243012","6","7818.0000","633955916326"
"MAG243080","7","729.0000","633955917224"
"MAG243081","1","833.0000","633955917231"
"MAG243161","1","2084.0000","633955912946"
"MAG243281","15","1146.0000","633955920934"
"MAG243295","6","3022.5000","633955920958"
"MAG243296","5","3856.5000","633955920965"
"MAG243297","6","4482.0000","633955920972"
"MAG243298","2","4586.0000","633955920989"
"MAG244512","0","8339.0000","633955975699"
"MAG245397","0","22934.0000","633955776913"
"MAG245673","0","1041.5000","633955810174"
"MAG245856","2","5733.0000","633955836044"
"MAG246187","1","182.5000",""
"MAG246286","1","12509.0000","633955884618"
"MAG247339","33","3335.0000","633955019270"
"MAG247340","8","4899.0000","633955022553"
"MAG24E578","2","239.0000","633955592346"
"MAG24F530","0","3126.5000",""
"MAG24U668","0","520.5000","633955681422"
"MAG24U669","0","520.5000","633955681439"
"MAG24V073","1","1563.0000","633955684850"
"MAG24V074","1","2292.5000","633955684867"
"MAG24Y329","1","729.0000","755652278320"
"MAG24Y472","0","5524.5000","755652300700"
"MAG253574","14","833.0000","633955203761"
"MAG257020","1","2084.0000",""
"MAG258200","1","5211.5000","755652701934"
"MAG26D361","36","5211.5000","0769946803679"
"MAG287030","1","5524.5000","633955916562"
"MAG288686","1","1354.5000",""
"MAG288716","4","568.5000","633955224841"
"MAG288747","8","287.0000","633955109421"
"MAG289107","1","3126.5000","633955238008"
"MAT CM-A1","-8","997.5000","091511300703"
"MAT CM-A2","19","517.0000","091511300710"
"MAT CM-A3","69","260.5000","091511300390"
"MAT CM-A4","228","163.0000","091511300383"
"MAT FCM-A2","-2","759.5000","091511220131"
"MAT FCM-A3","34","430.0000","091511220148"
"MAT RM 17S ONA3","4","1171.0000","091511300949"
"MAT RM 30X30","148","355.5000","091511300833"
"MAT RM IC M","40","790.5000","091511300505"
"MAT RM ICS","15","391.5000","091511300512"
"MAT RM-12S","0","560.0000","091511300826"
"MAT RM-CG","29","232.0000","091511300147"
"MAT RM-CLIP2ONA","128","123.5000","091511900170"
"MAT RM-CLIPS2","0","1337.5000","091511300321"
"MAT RMICC","55","226.0000","091511300529"
"MAT RMICC-AQA","4","226.0000","091511220599"
"MAT RMICC-PIK","9","226.0000","091511220582"
"MAT RMMG","23","733.0000","091511300130"
"MAT RMSG","4","398.5000","091511300123"
"MAY10260040","3","384.0000","9002740692201"
"MAY10260050","2","384.0000","9002740692232"
"MAY10260060","8","384.0000","9002740692270"
"MAY10260080","3","491.5000","9002740692355"
"MAY10260100","2","568.0000","9002740692447"
"MAY10260120","2","712.0000","9002740868767"
"MAY10260140","0","1044.0000","9002740692584"
"MAY10260160","2","1058.5000","9002740692652"
"MAY10560040","1","797.5000","9002740695318"
"MAY10560050","1","797.5000","9002740695325"
"MAY10560060","1","797.5000","9002740695332"
"MAY10560070","0","967.5000","9002740695349"
"MAY10560080","1","967.5000","9002740695356"
"MAY10560090","0","1126.0000","9002740695363"
"MAY10560100","1","1126.0000","9002740695370"
"MAY10560120","2","1302.5000","9002740695394"
"MAY10560140","0","1561.5000","9002740695417"
"MAY10560160","0","1877.5000","9002740695431"
"MAY10570030","0","1007.0000","9002740695547"
"MAY10570040","0","1007.0000","9002740695554"
"MAY10570050","0","1007.0000","9002740695561"
"MAY10570060","0","1007.0000","9002740695578"
"MAY10570080","0","1221.0000","9002740695592"
"MAY10570100","0","1420.5000","9002740695615"
"MAY10570120","0","1643.5000","9002740695639"
"MAY16160040","1","584.5000","9002740704003"
"MAY16160050","2","584.5000","9002740704010"
"MAY16160060","6","584.5000","9002740704027"
"MAY16160080","2","712.0000","9002740704041"
"MAY16160100","2","868.0000","9002740704065"
"MAY16160120","1","1057.5000","9002740704089"
"MAY16160140","-1","1271.5000","9002740704119"
"MAY16160160","0","1528.0000","9002740704133"
"MAY1867020001","10","4040.5000","9002741202201"
"MAY221013","5","2223.5000","9002740107897"
"MAY2330040","2","3099.5000","9002740430919"
"MAY30800015","0","698.5000","9002740435631"
"MAY30800016","0","698.5000","9002740435648"
"MAY30800017","0","698.5000","9002740435655"
"MAY30800018","0","698.5000","9002740435662"
"MAY30800019","0","698.5000","9002740435679"
"MAY30800020","0","658.0000","9002740435686"
"MAY30800021","0","658.0000","9002740435693"
"MAY30800022","0","658.0000","9002740435709"
"MAY30800023","0","658.0000","9002740435716"
"MAY30800024","0","658.0000","9002740435723"
"MAY30800025","0","658.0000","9002740435730"
"MAY30800026","0","658.0000","9002740435747"
"MAY30800027","0","658.0000","9002740435754"
"MAY30800028","0","658.0000","9002740435761"
"MAY30800029","0","658.0000","9002740435778"
"MAY30800030","0","664.0000","9002740435785"
"MAY30800031","0","664.0000","9002740435792"
"MAY30800032","0","664.0000","9002740435808"
"MAY30800033","0","664.0000","9002740435815"
"MAY30800034","0","664.0000","9002740435822"
"MAY30800035","0","593.0000","9002740435839"
"MAY30800036","0","743.5000","9002740435846"
"MAY30800037","0","743.5000","9002740435853"
"MAY30800038","0","743.5000","9002740435860"
"MAY30800039","0","743.5000","9002740435877"
"MAY30800040","0","556.5000","9002740435884"
"MAY30800041","0","691.0000","9002740435891"
"MAY30800042","0","691.0000","9002740435907"
"MAY30800043","0","691.0000","9002740435914"
"MAY30800044","0","691.0000","9002740435921"
"MAY30800045","0","586.5000","9002740435938"
"MAY30800046","0","757.0000","9002740435945"
"MAY30800047","0","757.0000","9002740435952"
"MAY30800048","0","757.0000","9002740435969"
"MAY30800049","0","757.0000","9002740435976"
"MAY30800050","0","578.5000","9002740435983"
"MAY30800051","0","757.0000","9002740435990"
"MAY30800052","0","757.0000","9002740436003"
"MAY30800053","0","757.0000","9002740436010"
"MAY30800054","0","757.0000","9002740436027"
"MAY30800055","0","691.0000","9002740436034"
"MAY30800056","0","757.0000","9002740436041"
"MAY30800057","0","757.0000","9002740436058"
"MAY30800058","0","757.0000","9002740436065"
"MAY30800059","0","757.0000","9002740436072"
"MAY30800060","0","597.0000","9002740436089"
"MAY30800061","0","757.0000","9002740436096"
"MAY30800062","0","757.0000","9002740436102"
"MAY30800063","0","757.0000","9002740436119"
"MAY30800064","0","757.0000","9002740436126"
"MAY30800065","0","728.0000","9002740436133"
"MAY30800066","0","757.0000","9002740436140"
"MAY30800067","0","757.0000","9002740436157"
"MAY30800068","0","762.5000","9002740436164"
"MAY30800069","0","762.5000","9002740436171"
"MAY30800070","0","728.0000","9002740436188"
"MAY30800071","0","853.5000","9002740436195"
"MAY30800072","0","853.5000","9002740436201"
"MAY30800073","0","853.5000","9002740436218"
"MAY30800074","0","853.5000","9002740436225"
"MAY30800075","0","822.0000","9002740436232"
"MAY30800076","0","879.0000","9002740436249"
"MAY30800077","0","879.0000","9002740436256"
"MAY30800078","0","879.0000","9002740436263"
"MAY30800079","0","879.0000","9002740436270"
"MAY30800080","0","750.0000","9002740436287"
"MAY30800081","0","1057.5000","9002740436294"
"MAY30800082","0","1057.5000","9002740436300"
"MAY30800083","0","1057.5000","9002740436317"
"MAY30800084","0","1057.5000","9002740436324"
"MAY30800085","0","955.5000","9002740436331"
"MAY30800086","0","970.0000","9002740436348"
"MAY30800087","0","970.0000","9002740436355"
"MAY30800088","0","970.0000","9002740436362"
"MAY30800089","0","970.0000","9002740436379"
"MAY30800090","0","873.5000","9002740436386"
"MAY30800091","0","998.0000","9002740436393"
"MAY30800092","0","998.0000","9002740436409"
"MAY30800093","0","998.0000","9002740436416"
"MAY30800094","0","998.0000","9002740436423"
"MAY30800095","0","975.5000","9002740436430"
"MAY30800096","0","1041.5000","9002740436447"
"MAY30800097","0","1041.5000","9002740436454"
"MAY30800098","0","1041.5000","9002740436478"
"MAY30800099","0","1041.5000","9002740436485"
"MAY30800100","0","891.5000","9002740436492"
"MAY3080011","0","1255.0000","9002740436591"
"MAY3080012","0","1302.5000","9002740436690"
"MAY3080013","0","1461.5000","9002740436706"
"MAY3080014","0","1497.5000","9002740436713"
"MAY3080015","0","1560.5000","9002740436720"
"MAY3080016","0","1624.5000","9002740436737"
"MAY3080017","0","1908.0000","9002740436744"
"MAY3080018","0","1954.0000","9002740436751"
"MAY3080019","0","2289.0000","9002740436768"
"MAY3080020","0","2171.0000","9002740436775"
"MAY308200100","0","1116.5000","9002740913818"
"MAY308200101","0","1116.5000","9002740872177"
"MAY308200102","0","1116.5000","9002740872184"
"MAY308200103","0","1116.5000","9002740872191"
"MAY308200151","0","936.0000","9002740872207"
"MAY308200152","0","936.0000","9002740872214"
"MAY308200153","0","936.0000","9002740872221"
"MAY308200197","0","754.0000","9002740872238"
"MAY308200198","0","754.0000","9002740872245"
"MAY308200199","0","754.0000","9002740872252"
"MAY308200201","0","754.0000","9002740872269"
"MAY308200202","0","754.0000","9002740872276"
"MAY308200203","0","754.0000","9002740872283"
"MAY308200247","0","764.5000","9002740872290"
"MAY308200248","0","764.5000","9002740872306"
"MAY308200249","0","764.5000","9002740872313"
"MAY308200251","0","764.5000","9002740872320"
"MAY308200252","0","764.5000","9002740872337"
"MAY308200253","0","764.5000","9002740872344"
"MAY308200297","0","783.0000","9002740872351"
"MAY308200298","0","783.0000","9002740872368"
"MAY308200299","0","783.0000","9002740872375"
"MAY308200301","0","783.0000","9002740872382"
"MAY308200302","0","783.0000","9002740872399"
"MAY308200303","0","783.0000","9002740872405"
"MAY308200397","0","827.5000","9002740872412"
"MAY308200398","0","827.5000","9002740872429"
"MAY308200399","0","827.5000","9002740872436"
"MAY308200401","0","827.5000","9002740872443"
"MAY308200402","0","827.5000","9002740872450"
"MAY308200403","0","827.5000","9002740872467"
"MAY308200497","0","841.0000","9002740872474"
"MAY308200498","0","841.0000","9002740872481"
"MAY308200499","0","841.0000","9002740872498"
"MAY308200501","0","841.0000","9002740872504"
"MAY308200502","0","841.0000","9002740872511"
"MAY308200503","0","841.0000","9002740872528"
"MAY308200597","0","980.0000","9002740872535"
"MAY308200598","0","980.0000","9002740872542"
"MAY308200599","0","980.0000","9002740872559"
"MAY308200601","0","980.0000","9002740872566"
"MAY308200602","0","980.0000","9002740872573"
"MAY308200603","0","980.0000","9002740872580"
"MAY308200797","0","1091.0000","9002740872597"
"MAY308200798","0","1091.0000","9002740872603"
"MAY308200799","0","1091.0000","9002740872610"
"MAY308200801","0","1165.0000","9002740872627"
"MAY308200802","0","1165.0000","9002740872634"
"MAY308200803","0","1165.0000","9002740872641"
"MAY308200901","0","1170.5000","9002740872658"
"MAY308200902","0","1170.5000","9002740872665"
"MAY308200903","0","1170.5000","9002740872672"
"MAY308200997","0","1194.0000","9002740872689"
"MAY308200998","0","1194.0000","9002740872696"
"MAY308200999","0","1194.0000","9002740872702"
"MAY308201001","0","1194.0000","9002740872719"
"MAY308201002","0","1194.0000","9002740872726"
"MAY308201003","0","1194.0000","9002740872733"
"MAY308201197","0","1346.5000","9002740872740"
"MAY308201198","0","1346.5000","9002740872757"
"MAY308201199","0","1346.5000","9002740872764"
"MAY308201201","0","1486.5000","9002741154791"
"MAY308201202","0","1486.5000","9002740986683"
"MAY308201203","0","1486.5000","9002741154807"
"MAY4607016","1","6477.0000","9002741255337"
"MAY4611003","3","945.0000","9002741252626"
"MAY4611004","2","945.0000","9002741252633"
"MAY4611005","3","945.0000","9002741252640"
"MAY4611006","3","990.5000","9002741252657"
"MAY4611008","3","1367.5000","9002741252664"
"MAY4611010","1","1782.5000","9002741252671"
"MAY4611012","1","2255.5000","9002741252688"
"MAY4611014","0","2285.5000","9002741252695"
"MAY4611016","1","2998.5000","9002741252701"
"MAY4611018","0","3723.5000","9002741252718"
"MAY4611020","0","3822.0000","9002741252725"
"MAY4611022","0","5071.5000","9002741252732"
"MAY4611024","0","4949.5000","9002741252749"
"MAY4611027","0","6691.0000","9002741252756"
"MAY4611030","0","8357.5000","9002741252763"
"MAY4611033","0","11923.5000","9002741252770"
"MAY4611036","0","12068.0000","9002741252787"
"MAY4612003","0","828.5000","9002741247455"
"MAY4612004","0","779.5000","9002741247448"
"MAY4612005","0","824.0000","9002741247431"
"MAY4612006","0","872.5000","9002741247424"
"MAY4612008","0","983.5000","9002741247417"
"MAY4612010","0","1186.0000","9002741247400"
"MAY4612012","0","1483.0000","9002741247394"
"MAY4612014","0","2124.5000","9002741247387"
"MAY4612016","0","2481.0000","9002741247370"
"MAY4612018","0","3345.5000","9002741247363"
"MAY4612020","0","4121.5000","9002741247356"
"MAY4612022","0","4514.5000","9002741247349"
"MAY4612024","0","5543.5000","9002741247332"
"MAY4612027","0","7167.5000","9002741247325"
"MAY4612030","0","8567.0000","9002741247318"
"MAY4612033","0","9879.5000","9002741247301"
"MAY4612036","0","11500.0000","9002741247295"
"MAY4631002","0","834.5000","9002741251971"
"MAY46310025","0","834.5000","9002741251988"
"MAY4631003","2","769.5000","9002741251995"
"MAY4631004","2","769.5000","9002741252008"
"MAY4631005","3","783.0000","9002741252015"
"MAY4631006","3","783.0000","9002741252022"
"MAY4631008","2","875.0000","9002741252039"
"MAY4631010","1","1483.0000","9002741252046"
"MAY4631012","1","1864.5000","9002741252053"
"MAY4631014","0","2038.0000","9002741252060"
"MAY4631016","1","2356.0000","9002741252077"
"MAY4631018","0","2708.0000","9002741252084"
"MAY4631020","0","2922.0000","9002741252091"
"MAY4631022","0","4121.5000","9002741252107"
"MAY4631024","0","3983.5000","9002741252114"
"MAY4631027","0","5288.0000","9002741252121"
"MAY4631030","0","6398.5000","9002741252138"
"MAY4631033","0","7830.5000","9002741252145"
"MAY4631036","0","9647.5000","9002741252152"
"MAY4631039","0","14667.0000","9002741252169"
"MAY4631042","0","15206.0000","9002741252176"
"MAY4631045","0","18081.5000","9002741252183"
"MAY4631048","0","21093.0000","9002741252190"
"MAY4631052","0","26119.5000","9002741252206"
"MAY4657003","0","843.0000","9002741248636"
"MAY4657004","0","813.0000","9002741248629"
"MAY4657005","0","843.0000","9002741248612"
"MAY4657006","0","878.0000","9002741252619"
"MAY4657008","0","1062.0000","9002741248599"
